14-Aug,10
15-Apr,22.3
15-Nov,30.2
16-Jan,35.9
17-Dec,73.6
18-Jul,82.2
18-Dec,91.6
19-Jan,92.6
19-Feb,93.6
19-Mar,94.7
19-Jun,96.9
19-Sep,100.4
20-Mar,108.27
20-Jun,112.14
20-Jul,112.5
20-Aug,112.96
20-Sep,113.7
20-Oct,113.79
20-Nov,114.19
20-Dec,114.83
21-Jan,114.93
21-Feb,115.11
21-Mar,115.31
21-Apr,115.52
21-May,115.65
21-Jun,115.79
21-Jul,116.3
